name,official_name,state,country,population,pop_year,tier,type,geoid,lat,lon,coord_source
Alpharetta,Alpharetta city,GA,US,67275,2024,2,incorporated place,1301696,34.070866,-84.27265,census_gazetteer
Oshkosh,Oshkosh city,WI,US,67242,2024,2,incorporated place,5560500,44.023168,-88.56226,census_gazetteer
Eagan,Eagan city,MN,US,67240,2024,2,incorporated place,2717288,44.815217,-93.162816,census_gazetteer
Davis,Davis city,CA,US,67125,2024,2,incorporated place,0618100,38.556147,-121.737793,census_gazetteer
Huntersville,Huntersville town,NC,US,67087,2024,2,incorporated place,3733120,35.40681,-80.86868,census_gazetteer
Sanford,Sanford city,FL,US,66919,2024,2,incorporated place,1263650,28.789425,-81.275624,census_gazetteer
Union City,Union City city,NJ,US,66918,2024,2,incorporated place,3474630,40.767425,-74.032279,census_gazetteer
Toa Alta,Toa Alta Municipio,PR,US,66852,2020,2,municipio,,18.364556,-66.244669,census_gazetteer
Pflugerville,Pflugerville city,TX,US,66819,2024,2,incorporated place,4857176,30.447765,-97.602116,census_gazetteer
Albany,Albany city,GA,US,66705,2024,2,incorporated place,1301052,31.578117,-84.176224,census_gazetteer
Malden,Malden city,MA,US,66693,2024,2,incorporated place,2537875,42.42938,-71.058706,census_gazetteer
Plymouth,Plymouth town,MA,US,66663,2024,2,New England town (MCD),2502354310,41.894085,-70.61861,census_gazetteer
Port Orange,Port Orange city,FL,US,66556,2024,2,incorporated place,1258575,29.113444,-81.013223,census_gazetteer
Yorba Linda,Yorba Linda city,CA,US,66489,2024,2,incorporated place,0686832,33.889038,-117.77207,census_gazetteer
Sammamish,Sammamish city,WA,US,66474,2024,2,incorporated place,5361115,47.594268,-122.038081,census_gazetteer
Janesville,Janesville city,WI,US,66428,2024,2,incorporated place,5537825,42.684698,-89.01317,census_gazetteer
Brentwood,Brentwood city,CA,US,66286,2024,2,incorporated place,0608142,37.935578,-121.71897,census_gazetteer
Shoreline,Shoreline city,WA,US,66251,2024,2,incorporated place,5363960,47.756917,-122.345505,census_gazetteer
Union City,Union City city,CA,US,66196,2024,2,incorporated place,0681204,37.602759,-122.01884,census_gazetteer
Victoria,Victoria city,TX,US,66020,2024,2,incorporated place,4875428,28.828528,-96.986015,census_gazetteer
Palatine,Palatine village,IL,US,65951,2024,2,incorporated place,1757225,42.116467,-88.044361,census_gazetteer
Skokie,Skokie village,IL,US,65850,2024,2,incorporated place,1770122,42.03597,-87.739994,census_gazetteer
Waltham,Waltham city,MA,US,65849,2024,2,incorporated place,2572600,42.388921,-71.242268,census_gazetteer
Kyle,Kyle city,TX,US,65833,2024,2,incorporated place,4839952,29.994118,-97.883322,census_gazetteer
Lorain,Lorain city,OH,US,65751,2024,2,incorporated place,3944856,41.438805,-82.179722,census_gazetteer
Cheyenne,Cheyenne city,WY,US,65704,2024,2,incorporated place,5613900,41.128702,-104.790778,census_gazetteer
Parker,Parker town,CO,US,65473,2024,2,incorporated place,0857630,39.505946,-104.775828,census_gazetteer
Muncie,Muncie city,IN,US,65320,2024,2,incorporated place,1851876,40.198826,-85.395059,census_gazetteer
Fairfield,Fairfield town,CT,US,65300,2024,2,New England town (MCD),0912026620,41.17594,-73.272046,census_gazetteer
Burnsville,Burnsville city,MN,US,64864,2024,2,incorporated place,2708794,44.764409,-93.279372,census_gazetteer
Bellevue,Bellevue city,NE,US,64777,2024,2,incorporated place,3103950,41.144932,-95.93856,census_gazetteer
South San Francisco,South San Francisco city,CA,US,64660,2024,2,incorporated place,0673262,37.655104,-122.376234,census_gazetteer
Kenner,Kenner city,LA,US,64650,2024,2,incorporated place,2239475,30.010227,-90.25482,census_gazetteer
Greenwich,Greenwich town,CT,US,64594,2024,2,New England town (MCD),0919033620,41.045366,-73.634018,census_gazetteer
North Little Rock,North Little Rock city,AR,US,64498,2024,2,incorporated place,0550450,34.781752,-92.235057,census_gazetteer
Richland,Richland city,WA,US,64372,2024,2,incorporated place,5358235,46.28698,-119.294045,census_gazetteer
Millcreek,Millcreek city,UT,US,64217,2024,2,incorporated place,4950150,40.689017,-111.829559,census_gazetteer
Laguna Niguel,Laguna Niguel city,CA,US,64185,2024,2,incorporated place,0639248,33.528654,-117.701253,census_gazetteer
West Hartford,West Hartford town,CT,US,64184,2024,2,New England town (MCD),0911082590,41.766568,-72.754944,census_gazetteer
Grande Prairie,Grande Prairie,AB,CA,64141,2021,2,census subdivision,4819012,55.16667,-118.80271,census_gazetteer
Madison,Madison city,AL,US,64029,2024,2,incorporated place,0145784,34.710533,-86.76228,census_gazetteer
Chapel Hill,Chapel Hill town,NC,US,64028,2024,2,incorporated place,3711800,35.928328,-79.041375,census_gazetteer
Hamilton,Hamilton city,OH,US,63953,2024,2,incorporated place,3933012,39.394328,-84.565522,census_gazetteer
Hendersonville,Hendersonville city,TN,US,63947,2024,2,incorporated place,4733280,36.307294,-86.598891,census_gazetteer
Brookline,Brookline town,MA,US,63925,2024,2,New England town (MCD),2502109175,42.323853,-71.142003,census_gazetteer
Moore,Moore city,OK,US,63845,2024,2,incorporated place,4049200,35.328503,-97.474763,census_gazetteer
Coon Rapids,Coon Rapids city,MN,US,63807,2024,2,incorporated place,2713114,45.176411,-93.311454,census_gazetteer
Utica,Utica city,NY,US,63660,2024,2,incorporated place,3676540,43.096382,-75.225983,census_gazetteer
Lynwood,Lynwood city,CA,US,63596,2024,2,incorporated place,0644574,33.923959,-118.201655,census_gazetteer
Porterville,Porterville city,CA,US,63517,2024,2,incorporated place,0658240,36.063542,-119.0336,census_gazetteer
Palm Beach Gardens,Palm Beach Gardens city,FL,US,63284,2024,2,incorporated place,1254075,26.848788,-80.167124,census_gazetteer
Medicine Hat,Medicine Hat,AB,CA,63271,2021,2,census subdivision,4801006,50.03928,-110.67661,census_gazetteer
Wellington,Wellington village,FL,US,63258,2024,2,incorporated place,1275812,26.648995,-80.267208,census_gazetteer
Bossier City,Bossier City city,LA,US,63218,2024,2,incorporated place,2208920,32.523674,-93.655426,census_gazetteer
Marietta,Marietta city,GA,US,63122,2024,2,incorporated place,1349756,33.953561,-84.542463,census_gazetteer
Fredericton,Fredericton,NB,CA,63116,2021,2,census subdivision,1310032,45.94541,-66.66558,census_gazetteer
Westfield,Westfield city,IN,US,62994,2024,2,incorporated place,1882700,40.03601,-86.15221,census_gazetteer
Jupiter,Jupiter town,FL,US,62987,2024,2,incorporated place,1235875,26.918551,-80.11694,census_gazetteer
Woodland,Woodland city,CA,US,62983,2024,2,incorporated place,0686328,38.67116,-121.750043,census_gazetteer
Wylie,Wylie city,TX,US,62954,2024,2,incorporated place,4880356,33.029144,-96.527041,census_gazetteer
Halton Hills,Halton Hills,ON,CA,62951,2021,2,census subdivision,3524015,43.6403,-79.93146,census_gazetteer
Eden Prairie,Eden Prairie city,MN,US,62905,2024,2,incorporated place,2718116,44.849595,-93.458721,census_gazetteer
Apopka,Apopka city,FL,US,62777,2024,2,incorporated place,1201700,28.701701,-81.531825,census_gazetteer
Lakewood,Lakewood city,WA,US,62709,2024,2,incorporated place,5338038,47.164092,-122.528106,census_gazetteer
Council Bluffs,Council Bluffs city,IA,US,62665,2024,2,incorporated place,1916860,41.235987,-95.853163,census_gazetteer
San Clemente,San Clemente city,CA,US,62627,2024,2,incorporated place,0665084,33.449143,-117.61312,census_gazetteer
Santa Cruz,Santa Cruz city,CA,US,62581,2024,2,incorporated place,0669112,36.974385,-122.035268,census_gazetteer
White Plains,White Plains city,NY,US,62561,2024,2,incorporated place,3681677,41.0238,-73.751048,census_gazetteer
Pontiac,Pontiac city,MI,US,62528,2024,2,incorporated place,2665440,42.649228,-83.287363,census_gazetteer
Marana,Marana town,AZ,US,62380,2024,2,incorporated place,0444270,32.465939,-111.135401,census_gazetteer
Herriman,Herriman city,UT,US,62352,2024,2,incorporated place,4934970,40.491819,-112.02043,census_gazetteer
North Miami,North Miami city,FL,US,62202,2024,2,incorporated place,1249450,25.900829,-80.1686,census_gazetteer
Bristol,Bristol city,CT,US,62195,2024,2,incorporated place,0908420,41.681578,-72.940749,census_gazetteer
Vineland,Vineland city,NJ,US,62070,2024,2,incorporated place,3476070,39.465007,-74.997115,census_gazetteer
Aurora,Aurora,ON,CA,62057,2021,2,census subdivision,3519046,44.00011,-79.46632,census_gazetteer
Corvallis,Corvallis city,OR,US,61993,2024,2,incorporated place,4115800,44.569949,-123.278285,census_gazetteer
Taunton,Taunton city,MA,US,61936,2024,2,incorporated place,2569170,41.903324,-71.094987,census_gazetteer
Bentonville,Bentonville city,AR,US,61791,2024,2,incorporated place,0505320,36.352662,-94.231181,census_gazetteer
Taylor,Taylor city,MI,US,61544,2024,2,incorporated place,2679000,42.225283,-83.267691,census_gazetteer
Hamden,Hamden town,CT,US,61510,2024,2,New England town (MCD),0917035650,41.397329,-72.922226,census_gazetteer
Port Coquitlam,Port Coquitlam,BC,CA,61498,2021,2,census subdivision,5915039,49.26637,-122.76932,census_gazetteer
St. Peters,St. Peters city,MO,US,61398,2024,2,incorporated place,2965126,38.78352,-90.605075,census_gazetteer
La Habra,La Habra city,CA,US,61391,2024,2,incorporated place,0639290,33.927927,-117.951554,census_gazetteer
Burlington,Burlington city,NC,US,61365,2024,2,incorporated place,3709060,36.076128,-79.4683,census_gazetteer
Blue Springs,Blue Springs city,MO,US,61246,2024,2,incorporated place,2906652,39.012001,-94.267612,census_gazetteer
Little Elm,Little Elm city,TX,US,61219,2024,2,incorporated place,4843012,33.192497,-96.919975,census_gazetteer
Springfield,Springfield city,OR,US,61182,2024,2,incorporated place,4169600,44.053694,-122.980936,census_gazetteer
Encinitas,Encinitas city,CA,US,61137,2024,2,incorporated place,0622678,33.050632,-117.263616,census_gazetteer
Mirabel,Mirabel,QC,CA,61108,2021,2,census subdivision,2474005,45.65008,-74.08251,census_gazetteer
Dearborn Heights,Dearborn Heights city,MI,US,61040,2024,2,incorporated place,2621020,42.335671,-83.288832,census_gazetteer
Stonecrest,Stonecrest city,GA,US,61015,2024,2,incorporated place,1373784,33.680667,-84.14525,census_gazetteer
Meriden,Meriden city,CT,US,60849,2024,2,incorporated place,0946450,41.536777,-72.794543,census_gazetteer
La Mesa,La Mesa city,CA,US,60767,2024,2,incorporated place,0640004,32.769495,-117.021923,census_gazetteer
Revere,Revere city,MA,US,60702,2024,2,incorporated place,2556585,42.421005,-70.99036,census_gazetteer
Owensboro,Owensboro city,KY,US,60675,2024,2,incorporated place,2158620,37.757172,-87.117398,census_gazetteer
Margate,Margate city,FL,US,60650,2024,2,incorporated place,1243125,26.248037,-80.211169,census_gazetteer
Montebello,Montebello city,CA,US,60617,2024,2,incorporated place,0648816,34.015444,-118.111012,census_gazetteer
Hanford,Hanford city,CA,US,60594,2024,2,incorporated place,0631960,36.327719,-119.654609,census_gazetteer
Eagle Mountain,Eagle Mountain city,UT,US,60575,2024,2,incorporated place,4920810,40.31432,-112.011708,census_gazetteer
Kannapolis,Kannapolis city,NC,US,60521,2024,2,incorporated place,3735200,35.479281,-80.638032,census_gazetteer
Gilroy,Gilroy city,CA,US,60390,2024,2,incorporated place,0629504,37.006407,-121.585321,census_gazetteer
Smyrna,Smyrna town,TN,US,60302,2024,2,incorporated place,4769420,35.969019,-86.528617,census_gazetteer
Weymouth Town,Weymouth Town city,MA,US,60159,2024,2,incorporated place,2578972,42.2073,-70.943687,census_gazetteer
Kokomo,Kokomo city,IN,US,60093,2024,2,incorporated place,1840392,40.464011,-86.127349,census_gazetteer
Great Falls,Great Falls city,MT,US,60013,2024,2,incorporated place,3032800,47.502518,-111.29997,census_gazetteer
Euless,Euless city,TX,US,60010,2024,2,incorporated place,4824768,32.849366,-97.078592,census_gazetteer
Winter Haven,Winter Haven city,FL,US,59975,2024,2,incorporated place,1278275,28.045836,-81.732743,census_gazetteer
San Rafael,San Rafael city,CA,US,59961,2024,2,incorporated place,0668364,37.981003,-122.50693,census_gazetteer
Manchester,Manchester town,CT,US,59948,2024,2,New England town (MCD),0911044700,41.77524,-72.524434,census_gazetteer
Medford,Medford city,MA,US,59898,2024,2,incorporated place,2539835,42.423844,-71.109231,census_gazetteer
Grand Forks,Grand Forks city,ND,US,59845,2024,2,incorporated place,3832060,47.919595,-97.087328,census_gazetteer
Blainville,Blainville,QC,CA,59819,2021,2,census subdivision,2473015,45.66678,-73.88249,census_gazetteer
West Allis,West Allis city,WI,US,59784,2024,2,incorporated place,5585300,43.007186,-88.028986,census_gazetteer
Coconut Creek,Coconut Creek city,FL,US,59721,2024,2,incorporated place,1213275,26.280943,-80.184718,census_gazetteer
Hempstead,Hempstead village,NY,US,59569,2024,2,incorporated place,3633139,40.704374,-73.619445,census_gazetteer
Beaumont,Beaumont city,CA,US,59502,2024,2,incorporated place,0604758,33.876722,-116.953009,census_gazetteer
Lenexa,Lenexa city,KS,US,59427,2024,2,incorporated place,2039350,38.965268,-94.803937,census_gazetteer
Spring Hill,Spring Hill city,TN,US,59398,2024,2,incorporated place,4770580,35.746621,-86.916833,census_gazetteer
Petaluma,Petaluma city,CA,US,59393,2024,2,incorporated place,0656784,38.242251,-122.628769,census_gazetteer
Brookhaven,Brookhaven city,GA,US,59370,2024,2,incorporated place,1310944,33.863131,-84.337476,census_gazetteer
Pico Rivera,Pico Rivera city,CA,US,59363,2024,2,incorporated place,0656924,33.989524,-118.089295,census_gazetteer
Hoboken,Hoboken city,NJ,US,59149,2024,2,incorporated place,3432250,40.745251,-74.027926,census_gazetteer
Youngstown,Youngstown city,OH,US,59123,2024,2,incorporated place,3988000,41.099095,-80.645902,census_gazetteer
Santee,Santee city,CA,US,59104,2024,2,incorporated place,0670224,32.85499,-116.986056,census_gazetteer
Lake Havasu City,Lake Havasu City city,AZ,US,59037,2024,2,incorporated place,0439370,34.499809,-114.310943,census_gazetteer
Dubuque,Dubuque city,IA,US,58987,2024,2,incorporated place,1922395,42.498901,-90.707258,census_gazetteer
Gardena,Gardena city,CA,US,58921,2024,2,incorporated place,0628168,33.894417,-118.307522,census_gazetteer
Des Plaines,Des Plaines city,IL,US,58832,2024,2,incorporated place,1719642,42.034398,-87.901136,census_gazetteer
Casper,Casper city,WY,US,58823,2024,2,incorporated place,5613150,42.84212,-106.321282,census_gazetteer
Cupertino,Cupertino city,CA,US,58710,2024,2,incorporated place,0617610,37.3194,-122.044957,census_gazetteer
Lacey,Lacey city,WA,US,58644,2024,2,incorporated place,5336745,47.043087,-122.798232,census_gazetteer
Terre Haute,Terre Haute city,IN,US,58531,2024,2,incorporated place,1875428,39.464152,-87.376036,census_gazetteer
Midwest City,Midwest City city,OK,US,58505,2024,2,incorporated place,4048350,35.458752,-97.37457,census_gazetteer
National City,National City city,CA,US,58460,2024,2,incorporated place,0650398,32.665862,-117.097361,census_gazetteer
Lancaster,Lancaster city,PA,US,58441,2024,2,incorporated place,4241216,40.042061,-76.30099,census_gazetteer
Bowie,Bowie city,MD,US,58421,2024,2,incorporated place,2408775,38.954703,-76.738834,census_gazetteer
Royal Oak,Royal Oak city,MI,US,58251,2024,2,incorporated place,2670040,42.507816,-83.15389,census_gazetteer
Pocatello,Pocatello city,ID,US,58231,2024,2,incorporated place,1664090,42.872748,-112.463836,census_gazetteer
Bradenton,Bradenton city,FL,US,58184,2024,2,incorporated place,1207950,27.489798,-82.576804,census_gazetteer
Carson City,Carson City,NV,US,58148,2024,2,incorporated place,3209700,39.15306,-119.747368,census_gazetteer
Springfield,Springfield city,OH,US,58138,2024,2,incorporated place,3974118,39.928908,-83.794241,census_gazetteer
North Vancouver (City),North Vancouver,BC,CA,58120,2021,2,census subdivision,5915051,49.31636,-123.06934,census_gazetteer
St. Clair Shores,St. Clair Shores city,MI,US,58077,2024,2,incorporated place,2670760,42.493043,-82.890901,census_gazetteer
Orland Park,Orland Park village,IL,US,58020,2024,2,incorporated place,1756640,41.608145,-87.85929,census_gazetteer
Monterey Park,Monterey Park city,CA,US,57996,2024,2,incorporated place,0648914,34.04838,-118.133165,census_gazetteer
Decatur,Decatur city,AL,US,57974,2024,2,incorporated place,0120104,34.572995,-86.989901,census_gazetteer
Bozeman,Bozeman city,MT,US,57894,2024,2,incorporated place,3008950,45.683155,-111.053782,census_gazetteer
Texas City,Texas City city,TX,US,57875,2024,2,incorporated place,4872392,29.433717,-94.892695,census_gazetteer
Taylorsville,Taylorsville city,UT,US,57819,2024,2,incorporated place,4975360,40.656942,-111.94933,census_gazetteer
Sarasota,Sarasota city,FL,US,57764,2024,2,incorporated place,1264175,27.338257,-82.543721,census_gazetteer
Southaven,Southaven city,MS,US,57493,2024,2,incorporated place,2869280,34.951005,-89.977669,census_gazetteer
New Brunswick,New Brunswick city,NJ,US,57487,2024,2,incorporated place,3451210,40.486677,-74.444414,census_gazetteer
Saratoga Springs,Saratoga Springs city,UT,US,57411,2024,2,incorporated place,4967825,40.344608,-111.915893,census_gazetteer
Coeur d'Alene,Coeur d'Alene city,ID,US,57355,2024,2,incorporated place,1616750,47.702887,-116.795799,census_gazetteer
Tigard,Tigard city,OR,US,57301,2024,2,incorporated place,4173650,45.422921,-122.784388,census_gazetteer
Saint-Hyacinthe,Saint-Hyacinthe,QC,CA,57239,2021,2,census subdivision,2454048,45.63076,-72.95699,census_gazetteer
