name,official_name,state,country,population,pop_year,tier,type,geoid,lat,lon,coord_source
Shakopee,Shakopee city,MN,US,48401,2024,2,incorporated place,2759350,44.771906,-93.475699,census_gazetteer
Azusa,Azusa city,CA,US,48383,2024,2,incorporated place,0603386,34.138524,-117.912253,census_gazetteer
Prescott,Prescott city,AZ,US,48224,2024,2,incorporated place,0457380,34.592241,-112.446733,census_gazetteer
Biloxi,Biloxi city,MS,US,48144,2024,2,incorporated place,2806220,30.426663,-88.935762,census_gazetteer
Beavercreek,Beavercreek city,OH,US,48012,2024,2,incorporated place,3904720,39.733155,-84.059615,census_gazetteer
East Providence,East Providence city,RI,US,47961,2024,2,incorporated place,4422960,41.800433,-71.359258,census_gazetteer
Cornwall,Cornwall,ON,CA,47845,2021,2,census subdivision,3501012,45.01809,-74.72815,census_gazetteer
Brea,Brea city,CA,US,47844,2024,2,incorporated place,0608100,33.925178,-117.865111,census_gazetteer
Spanish Fork,Spanish Fork city,UT,US,47809,2024,2,incorporated place,4971290,40.113143,-111.642906,census_gazetteer
Victoriaville,Victoriaville,QC,CA,47760,2021,2,census subdivision,2439062,46.05007,-71.96579,census_gazetteer
Urbandale,Urbandale city,IA,US,47759,2024,2,incorporated place,1979950,41.636656,-93.779889,census_gazetteer
Gainesville,Gainesville city,GA,US,47712,2024,2,incorporated place,1331908,34.2901,-83.829106,census_gazetteer
Georgina,Georgina,ON,CA,47642,2021,2,census subdivision,3519070,44.234,-79.466,approx_seat
Glenview,Glenview village,IL,US,47634,2024,2,incorporated place,1729938,42.085162,-87.827388,census_gazetteer
Mansfield,Mansfield city,OH,US,47593,2024,2,incorporated place,3947138,40.76672,-82.53082,census_gazetteer
Niagara Falls,Niagara Falls city,NY,US,47512,2024,2,incorporated place,3651055,43.092841,-79.014743,census_gazetteer
Minot,Minot city,ND,US,47440,2024,2,incorporated place,3853380,48.236125,-101.277533,census_gazetteer
Olive Branch,Olive Branch city,MS,US,47365,2024,2,incorporated place,2854040,34.955752,-89.841153,census_gazetteer
Altamonte Springs,Altamonte Springs city,FL,US,47261,2024,2,incorporated place,1200950,28.661022,-81.394681,census_gazetteer
Roswell,Roswell city,NM,US,47176,2024,2,incorporated place,3564930,33.373442,-104.529393,census_gazetteer
Sayreville,Sayreville borough,NJ,US,47165,2024,2,incorporated place,3465790,40.466945,-74.320192,census_gazetteer
Cabo Rojo,Cabo Rojo Municipio,PR,US,47158,2020,2,municipio,,17.997138,-67.180862,census_gazetteer
Oakley,Oakley city,CA,US,47158,2024,2,incorporated place,0653070,37.996149,-121.693624,census_gazetteer
Mentor,Mentor city,OH,US,47113,2024,2,incorporated place,3949056,41.690159,-81.33588,census_gazetteer
Arlington,Arlington town,MA,US,47112,2024,2,New England town (MCD),2501701605,42.418722,-71.163912,census_gazetteer
Attleboro,Attleboro city,MA,US,47085,2024,2,incorporated place,2502690,41.931653,-71.294503,census_gazetteer
Río Grande,Río Grande Municipio,PR,US,47060,2020,2,municipio,,18.376369,-65.798434,census_gazetteer
Roseville,Roseville city,MI,US,47047,2024,2,incorporated place,2669800,42.507586,-82.936582,census_gazetteer
Cerritos,Cerritos city,CA,US,46851,2024,2,incorporated place,0612552,33.867745,-118.069471,census_gazetteer
Binghamton,Binghamton city,NY,US,46773,2024,2,incorporated place,3606607,42.101331,-75.909369,census_gazetteer
Woodstock,Woodstock,ON,CA,46705,2021,2,census subdivision,3532042,43.13339,-80.7497,census_gazetteer
Riverton,Riverton city,UT,US,46680,2024,2,incorporated place,4964340,40.517634,-111.963515,census_gazetteer
Keller,Keller city,TX,US,46643,2024,2,incorporated place,4838632,32.932877,-97.224513,census_gazetteer
Hackensack,Hackensack city,NJ,US,46630,2024,2,incorporated place,3428680,40.889398,-74.045698,census_gazetteer
Monroe,Monroe city,LA,US,46622,2024,2,incorporated place,2251410,32.518986,-92.07718,census_gazetteer
Langford,Langford,BC,CA,46584,2021,2,census subdivision,5917044,48.44963,-123.50261,census_gazetteer
Quinte West,Quinte West,ON,CA,46560,2021,2,census subdivision,3512015,44.18342,-77.56618,census_gazetteer
Juana Díaz,Juana Díaz Municipio,PR,US,46538,2020,2,municipio,,17.997974,-66.490496,census_gazetteer
Delaware,Delaware city,OH,US,46521,2024,2,incorporated place,3921434,40.286476,-83.074864,census_gazetteer
Charleston,Charleston city,WV,US,46482,2024,2,incorporated place,5414600,38.348692,-81.632324,census_gazetteer
Mankato,Mankato city,MN,US,46459,2024,2,incorporated place,2739878,44.171122,-93.97638,census_gazetteer
La Mirada,La Mirada city,CA,US,46367,2024,2,incorporated place,0640032,33.902045,-118.008961,census_gazetteer
Rancho Santa Margarita,Rancho Santa Margarita city,CA,US,46353,2024,2,incorporated place,0659587,33.632332,-117.599008,census_gazetteer
West Lafayette,West Lafayette city,IN,US,46338,2024,2,incorporated place,1882862,40.443707,-86.923616,census_gazetteer
North Lauderdale,North Lauderdale city,FL,US,46335,2024,2,incorporated place,1249425,26.21245,-80.221392,census_gazetteer
Fuquay-Varina,Fuquay-Varina town,NC,US,46317,2024,2,incorporated place,3725300,35.595128,-78.776585,census_gazetteer
Greer,Greer city,SC,US,46316,2024,2,incorporated place,4530985,34.933286,-82.230803,census_gazetteer
Farmington,Farmington city,NM,US,46262,2024,2,incorporated place,3525800,36.753833,-108.18053,census_gazetteer
Newark,Newark city,CA,US,46254,2024,2,incorporated place,0650916,37.504253,-122.03191,census_gazetteer
Salina,Salina city,KS,US,46109,2024,2,incorporated place,2062700,38.813085,-97.614477,census_gazetteer
Elmhurst,Elmhurst city,IL,US,46108,2024,2,incorporated place,1723620,41.897014,-87.943657,census_gazetteer
Morgan Hill,Morgan Hill city,CA,US,45952,2024,2,incorporated place,0649278,37.132495,-121.641891,census_gazetteer
The Colony,The Colony city,TX,US,45897,2024,2,incorporated place,4872530,33.089598,-96.903368,census_gazetteer
Cutler Bay,Cutler Bay town,FL,US,45833,2024,2,incorporated place,1215968,25.576148,-80.334007,census_gazetteer
Post Falls,Post Falls city,ID,US,45800,2024,2,incorporated place,1664810,47.725559,-116.944167,census_gazetteer
Haltom City,Haltom City city,TX,US,45786,2024,2,incorporated place,4831928,32.817698,-97.271152,census_gazetteer
Oakland Park,Oakland Park city,FL,US,45771,2024,2,incorporated place,1250575,26.179051,-80.152411,census_gazetteer
Strongsville,Strongsville city,OH,US,45768,2024,2,incorporated place,3975098,41.312955,-81.83169,census_gazetteer
Moorhead,Moorhead city,MN,US,45726,2024,2,incorporated place,2743864,46.864704,-96.744552,census_gazetteer
Salem,Salem city,MA,US,45677,2024,2,incorporated place,2559105,42.499248,-70.898204,census_gazetteer
North Miami Beach,North Miami Beach city,FL,US,45655,2024,2,incorporated place,1249475,25.929996,-80.165179,census_gazetteer
DeLand,DeLand city,FL,US,45587,2024,2,incorporated place,1216875,29.022663,-81.286498,census_gazetteer
Newnan,Newnan city,GA,US,45548,2024,2,incorporated place,1355020,33.375833,-84.777324,census_gazetteer
Brentwood,Brentwood city,TN,US,45525,2024,2,incorporated place,4708280,35.993904,-86.770834,census_gazetteer
Palm Springs,Palm Springs city,CA,US,45453,2024,2,incorporated place,0655254,33.803361,-116.53828,census_gazetteer
Blacksburg,Blacksburg town,VA,US,45452,2024,2,incorporated place,5107784,37.231264,-80.426745,census_gazetteer
Linden,Linden city,NJ,US,45393,2024,2,incorporated place,3440350,40.627337,-74.23631,census_gazetteer
Bremerton,Bremerton city,WA,US,45291,2024,2,incorporated place,5307695,47.539877,-122.717048,census_gazetteer
Saint-Eustache,Saint-Eustache,QC,CA,45276,2021,2,census subdivision,2472005,45.565,-73.90554,census_gazetteer
York,York city,PA,US,45241,2024,2,incorporated place,4287048,39.964798,-76.73184,census_gazetteer
Greenacres,Greenacres city,FL,US,45197,2024,2,incorporated place,1227322,26.627009,-80.13761,census_gazetteer
Coachella,Coachella city,CA,US,45165,2024,2,incorporated place,0614260,33.69038,-116.143128,census_gazetteer
Fairfield,Fairfield city,OH,US,45094,2024,2,incorporated place,3925970,39.33142,-84.542716,census_gazetteer
Hickory,Hickory city,NC,US,45081,2024,2,incorporated place,3731060,35.739671,-81.320237,census_gazetteer
Hollister,Hollister city,CA,US,45033,2024,2,incorporated place,0634120,36.855599,-121.398598,census_gazetteer
Bountiful,Bountiful city,UT,US,45024,2024,2,incorporated place,4907690,40.872483,-111.8612,census_gazetteer
Huntington,Huntington city,WV,US,44942,2024,2,incorporated place,5439460,38.410651,-82.434689,census_gazetteer
Rohnert Park,Rohnert Park city,CA,US,44894,2024,2,incorporated place,0662546,38.347617,-122.700896,census_gazetteer
Littleton,Littleton city,CO,US,44879,2024,2,incorporated place,0845255,39.590375,-105.020084,census_gazetteer
Charlottesville,Charlottesville city,VA,US,44767,2024,2,incorporated place,5114968,38.037658,-78.485381,census_gazetteer
Sierra Vista,Sierra Vista city,AZ,US,44710,2024,2,incorporated place,0466820,31.56541,-110.314508,census_gazetteer
Concord,Concord city,NH,US,44674,2024,2,incorporated place,3314200,43.232493,-71.561252,census_gazetteer
Wilkes-Barre,Wilkes-Barre city,PA,US,44661,2024,2,incorporated place,4285152,41.246561,-75.875689,census_gazetteer
Ormond Beach,Ormond Beach city,FL,US,44596,2024,2,incorporated place,1253150,29.293276,-81.101447,census_gazetteer
Vernon,Vernon,BC,CA,44519,2021,2,census subdivision,5937014,50.26729,-119.27337,census_gazetteer
Woonsocket,Woonsocket city,RI,US,44508,2024,2,incorporated place,4480780,42.001708,-71.499947,census_gazetteer
Prosper,Prosper town,TX,US,44503,2024,2,incorporated place,4859696,33.241332,-96.812388,census_gazetteer
Lombard,Lombard village,IL,US,44490,2024,2,incorporated place,1744407,41.873844,-88.015491,census_gazetteer
Fond du Lac,Fond du Lac city,WI,US,44469,2024,2,incorporated place,5526275,43.772182,-88.440264,census_gazetteer
Burlington,Burlington city,VT,US,44432,2024,2,incorporated place,5010675,44.491927,-73.238882,census_gazetteer
Schertz,Schertz city,TX,US,44428,2024,2,incorporated place,4866128,29.563327,-98.250866,census_gazetteer
Lake Worth Beach,Lake Worth Beach city,FL,US,44417,2024,2,incorporated place,1239081,26.61972,-80.058718,census_gazetteer
Wallingford,Wallingford town,CT,US,44389,2024,2,New England town (MCD),0917078740,41.458657,-72.804516,census_gazetteer
Apache Junction,Apache Junction city,AZ,US,44309,2024,2,incorporated place,0402830,33.382766,-111.540509,census_gazetteer
El Centro,El Centro city,CA,US,44230,2024,2,incorporated place,0621782,32.786351,-115.560206,census_gazetteer
Leominster,Leominster city,MA,US,44209,2024,2,incorporated place,2535075,42.520876,-71.770611,census_gazetteer
Southington,Southington town,CT,US,44197,2024,2,New England town (MCD),0911070550,41.60716,-72.87876,census_gazetteer
West Vancouver,West Vancouver,BC,CA,44122,2021,2,census subdivision,5915055,49.3286,-123.16019,census_gazetteer
Midlothian,Midlothian city,TX,US,44104,2024,2,incorporated place,4848096,32.469436,-96.99067,census_gazetteer
Mount Juliet,Mount Juliet city,TN,US,44066,2024,2,incorporated place,4750780,36.1992,-86.509489,census_gazetteer
Cleveland Heights,Cleveland Heights city,OH,US,44064,2024,2,incorporated place,3916014,41.511075,-81.561766,census_gazetteer
Freeport,Freeport village,NY,US,44028,2024,2,incorporated place,3627485,40.650851,-73.584575,census_gazetteer
Grove City,Grove City city,OH,US,44019,2024,2,incorporated place,3932592,39.885822,-83.096959,census_gazetteer
New Tecumseth,New Tecumseth,ON,CA,43948,2021,2,census subdivision,3543007,44.152,-79.866,approx_seat
Hagerstown,Hagerstown city,MD,US,43909,2024,2,incorporated place,2436075,39.640182,-77.722691,census_gazetteer
Woburn,Woburn city,MA,US,43895,2024,2,incorporated place,2581035,42.488703,-71.154383,census_gazetteer
Indian Trail,Indian Trail town,NC,US,43867,2024,2,incorporated place,3733560,35.068638,-80.651152,census_gazetteer
Weslaco,Weslaco city,TX,US,43864,2024,2,incorporated place,4877272,26.160549,-97.987654,census_gazetteer
Kiryas Joel,Kiryas Joel village,NY,US,43863,2024,2,incorporated place,3639853,41.340667,-74.167274,census_gazetteer
Manassas,Manassas city,VA,US,43616,2024,2,incorporated place,5148952,38.746808,-77.482633,census_gazetteer
Lompoc,Lompoc city,CA,US,43594,2024,2,incorporated place,0642524,34.662689,-120.470837,census_gazetteer
Huber Heights,Huber Heights city,OH,US,43590,2024,2,incorporated place,3936610,39.858881,-84.112893,census_gazetteer
Brighton,Brighton city,CO,US,43473,2024,2,incorporated place,0808675,39.965699,-104.79417,census_gazetteer
Danville,Danville town,CA,US,43410,2024,2,incorporated place,0617988,37.812142,-121.969824,census_gazetteer
Innisfil,Innisfil,ON,CA,43326,2021,2,census subdivision,3543017,44.30011,-79.64964,census_gazetteer
Vaudreuil-Dorion,Vaudreuil-Dorion,QC,CA,43268,2021,2,census subdivision,2471083,45.40008,-74.03251,census_gazetteer
Bullhead City,Bullhead City city,AZ,US,43266,2024,2,incorporated place,0408220,35.127371,-114.55599,census_gazetteer
Beverly,Beverly city,MA,US,43223,2024,2,incorporated place,2505595,42.556659,-70.84496,census_gazetteer
Alexandria,Alexandria city,LA,US,43133,2024,2,incorporated place,2200975,31.293449,-92.470189,census_gazetteer
Pittsfield,Pittsfield city,MA,US,43121,2024,2,incorporated place,2553960,42.45184,-73.260685,census_gazetteer
Buffalo Grove,Buffalo Grove village,IL,US,43072,2024,2,incorporated place,1709447,42.165981,-87.961826,census_gazetteer
Plant City,Plant City city,FL,US,43046,2024,2,incorporated place,1257550,28.015355,-82.117805,census_gazetteer
Hallandale Beach,Hallandale Beach city,FL,US,43043,2024,2,incorporated place,1228452,25.983955,-80.140766,census_gazetteer
Saginaw,Saginaw city,MI,US,43001,2024,2,incorporated place,2670520,43.419945,-83.950172,census_gazetteer
Billerica,Billerica town,MA,US,42978,2024,2,New England town (MCD),2501705805,42.559674,-71.260948,census_gazetteer
Sumter,Sumter city,SC,US,42958,2024,2,incorporated place,4570405,33.940848,-80.395543,census_gazetteer
Isabela,Isabela Municipio,PR,US,42943,2020,2,municipio,,18.483998,-67.013978,census_gazetteer
Reynoldsburg,Reynoldsburg city,OH,US,42897,2024,2,incorporated place,3966390,39.961302,-82.788939,census_gazetteer
Campbell,Campbell city,CA,US,42895,2024,2,incorporated place,0610345,37.280244,-121.953296,census_gazetteer
Bradford West Gwillimbury,Bradford West Gwillimbury,ON,CA,42880,2021,2,census subdivision,3543014,44.114,-79.563,approx_seat
Edmonds,Edmonds city,WA,US,42871,2024,2,incorporated place,5320750,47.813604,-122.35333,census_gazetteer
St. Thomas,St. Thomas,ON,CA,42840,2021,2,census subdivision,3534021,42.77361,-81.18038,census_gazetteer
Owasso,Owasso city,OK,US,42821,2024,2,incorporated place,4056650,36.287217,-95.835365,census_gazetteer
Shelton,Shelton city,CT,US,42805,2024,2,incorporated place,0968100,41.304577,-73.139215,census_gazetteer
Salaberry-de-Valleyfield,Salaberry-de-Valleyfield,QC,CA,42787,2021,2,census subdivision,2470052,45.25008,-74.13253,census_gazetteer
Midland,Midland city,MI,US,42780,2024,2,incorporated place,2653780,43.624796,-84.231984,census_gazetteer
Cottage Grove,Cottage Grove city,MN,US,42760,2024,2,incorporated place,2713456,44.813326,-92.914315,census_gazetteer
Altoona,Altoona city,PA,US,42719,2024,2,incorporated place,4202184,40.508052,-78.401114,census_gazetteer
Florence,Florence city,AL,US,42716,2024,2,incorporated place,0126896,34.82981,-87.662202,census_gazetteer
Hutto,Hutto city,TX,US,42661,2024,2,incorporated place,4835624,30.541624,-97.544249,census_gazetteer
Peachtree Corners,Peachtree Corners city,GA,US,42638,2024,2,incorporated place,1359735,33.96715,-84.232328,census_gazetteer
Rosenberg,Rosenberg city,TX,US,42571,2024,2,incorporated place,4863284,29.549987,-95.821381,census_gazetteer
Jefferson City,Jefferson City city,MO,US,42564,2024,2,incorporated place,2937000,38.567461,-92.175254,census_gazetteer
Puyallup,Puyallup city,WA,US,42552,2024,2,incorporated place,5356695,47.179046,-122.291523,census_gazetteer
Marion,Marion city,IA,US,42542,2024,2,incorporated place,1949485,42.044596,-91.58616,census_gazetteer
Moline,Moline city,IL,US,42442,2024,2,incorporated place,1749867,41.482333,-90.493407,census_gazetteer
Canóvanas,Canóvanas Municipio,PR,US,42337,2020,2,municipio,,18.330044,-65.886021,census_gazetteer
Rouyn-Noranda,Rouyn-Noranda,QC,CA,42313,2021,2,census subdivision,2486042,48.23656,-79.02311,census_gazetteer
Marlborough,Marlborough city,MA,US,42169,2024,2,incorporated place,2538715,42.349617,-71.547214,census_gazetteer
Fitchburg,Fitchburg city,MA,US,42145,2024,2,incorporated place,2523875,42.601977,-71.81587,census_gazetteer
Haines City,Haines City city,FL,US,42073,2024,2,incorporated place,1228400,28.112817,-81.616537,census_gazetteer
San Bruno,San Bruno city,CA,US,42035,2024,2,incorporated place,0665028,37.62556,-122.431397,census_gazetteer
Danville,Danville city,VA,US,41993,2024,2,incorporated place,5121344,36.583334,-79.408071,census_gazetteer
Royal Palm Beach,Royal Palm Beach village,FL,US,41948,2024,2,incorporated place,1262100,26.699015,-80.227581,census_gazetteer
Oviedo,Oviedo city,FL,US,41901,2024,2,incorporated place,1253575,28.66193,-81.187101,census_gazetteer
Coppell,Coppell city,TX,US,41785,2024,2,incorporated place,4816612,32.963306,-96.990556,census_gazetteer
Boucherville,Boucherville,QC,CA,41743,2021,2,census subdivision,2458033,45.59104,-73.43605,census_gazetteer
Windsor,Windsor town,CO,US,41734,2024,2,incorporated place,0885485,40.478273,-104.915053,census_gazetteer
Lancaster,Lancaster city,OH,US,41671,2024,2,incorporated place,3941720,39.725228,-82.605246,census_gazetteer
Cayey,Cayey Municipio,PR,US,41652,2020,2,municipio,,18.103624,-66.151667,census_gazetteer
Covington,Covington city,KY,US,41611,2024,2,incorporated place,2117848,39.035109,-84.519648,census_gazetteer
Lynnwood,Lynnwood city,WA,US,41597,2024,2,incorporated place,5340840,47.828979,-122.300672,census_gazetteer
Mission,Mission,BC,CA,41519,2021,2,census subdivision,5909056,49.13298,-122.30258,census_gazetteer
Crystal Lake,Crystal Lake city,IL,US,41513,2024,2,incorporated place,1717887,42.233209,-88.33436,census_gazetteer
Milton,Milton city,GA,US,41490,2024,2,incorporated place,1351670,34.144325,-84.314188,census_gazetteer
La Vergne,La Vergne city,TN,US,41430,2024,2,incorporated place,4741200,36.022237,-86.559384,census_gazetteer
Cedar Falls,Cedar Falls city,IA,US,41417,2024,2,incorporated place,1911755,42.51907,-92.454009,census_gazetteer
Lake Stevens,Lake Stevens city,WA,US,41350,2024,2,incorporated place,5337900,48.003405,-122.096828,census_gazetteer
American Fork,American Fork city,UT,US,41298,2024,2,incorporated place,4901310,40.377877,-111.795074,census_gazetteer
Friendswood,Friendswood city,TX,US,41291,2024,2,incorporated place,4827648,29.507701,-95.200635,census_gazetteer
Brookfield,Brookfield city,WI,US,41268,2024,2,incorporated place,5510025,43.06432,-88.117794,census_gazetteer
State College,State College borough,PA,US,41228,2024,2,incorporated place,4273808,40.791039,-77.856813,census_gazetteer
Stanton,Stanton city,CA,US,41188,2024,2,incorporated place,0673962,33.800233,-117.993449,census_gazetteer
Romeoville,Romeoville village,IL,US,41177,2024,2,incorporated place,1765442,41.627924,-88.101182,census_gazetteer
Timmins,Timmins,ON,CA,41145,2021,2,census subdivision,3556027,48.46686,-81.33312,census_gazetteer
Enfield,Enfield town,CT,US,41140,2024,2,New England town (MCD),0911025990,41.983993,-72.555553,census_gazetteer
Hobbs,Hobbs city,NM,US,41061,2024,2,incorporated place,3532520,32.729089,-103.160588,census_gazetteer
Rocky View County,Rocky View County,AB,CA,41028,2021,2,census subdivision,4806014,51.21,-114.2,approx_seat
West Fargo,West Fargo city,ND,US,41027,2024,2,incorporated place,3884780,46.85638,-96.904809,census_gazetteer
Amherst Town,Amherst Town city,MA,US,40989,2024,2,incorporated place,2501370,42.363534,-72.507291,census_gazetteer
Florence,Florence city,SC,US,40923,2024,2,incorporated place,4525810,34.178923,-79.792217,census_gazetteer
Tooele,Tooele city,UT,US,40919,2024,2,incorporated place,4976680,40.539396,-112.307843,census_gazetteer
Cedar City,Cedar City city,UT,US,40885,2024,2,incorporated place,4911320,37.683818,-113.09554,census_gazetteer
Kearny,Kearny town,NJ,US,40866,2024,2,incorporated place,3436510,40.752332,-74.123093,census_gazetteer
Lathrop,Lathrop city,CA,US,40860,2024,2,incorporated place,0640704,37.808666,-121.317765,census_gazetteer
Cape Girardeau,Cape Girardeau city,MO,US,40818,2024,2,incorporated place,2911242,37.309389,-89.558359,census_gazetteer
Lancaster,Lancaster city,TX,US,40780,2024,2,incorporated place,4841212,32.596203,-96.773789,census_gazetteer
Peachtree City,Peachtree City city,GA,US,40758,2024,2,incorporated place,1359724,33.391887,-84.570656,census_gazetteer
Bartlett,Bartlett village,IL,US,40718,2024,2,incorporated place,1704013,41.960637,-88.177747,census_gazetteer
Menomonee Falls,Menomonee Falls village,WI,US,40700,2024,2,incorporated place,5551000,43.159411,-88.121548,census_gazetteer
Rexburg,Rexburg city,ID,US,40695,2024,2,incorporated place,1667420,43.822893,-111.790988,census_gazetteer
Annapolis,Annapolis city,MD,US,40689,2024,2,incorporated place,2401600,38.972152,-76.505332,census_gazetteer
Gurabo,Gurabo Municipio,PR,US,40622,2020,2,municipio,,18.272581,-65.981177,census_gazetteer
Fort Lee,Fort Lee borough,NJ,US,40566,2024,2,incorporated place,3424420,40.85064,-73.971007,census_gazetteer
Belleville,Belleville city,IL,US,40560,2024,2,incorporated place,1704845,38.515973,-89.989779,census_gazetteer
Douglasville,Douglasville city,GA,US,40540,2024,2,incorporated place,1323900,33.73678,-84.701074,census_gazetteer
Myrtle Beach,Myrtle Beach city,SC,US,40535,2024,2,incorporated place,4549075,33.71039,-78.886024,census_gazetteer
Aventura,Aventura city,FL,US,40531,2024,2,incorporated place,1202681,25.96016,-80.133011,census_gazetteer
Georgetown,Georgetown city,KY,US,40518,2024,2,incorporated place,2130700,38.260181,-84.534921,census_gazetteer
DeKalb,DeKalb city,IL,US,40491,2024,2,incorporated place,1719161,41.928186,-88.747585,census_gazetteer
Lakeshore,Lakeshore,ON,CA,40410,2021,2,census subdivision,3537064,42.293,-82.708,approx_seat
Westfield,Westfield city,MA,US,40403,2024,2,incorporated place,2576030,42.138838,-72.755911,census_gazetteer
Findlay,Findlay city,OH,US,40343,2024,2,incorporated place,3927048,41.047364,-83.638093,census_gazetteer
New Berlin,New Berlin city,WI,US,40302,2024,2,incorporated place,5556375,42.972,-88.129168,census_gazetteer
Bettendorf,Bettendorf city,IA,US,40281,2024,2,incorporated place,1906355,41.566836,-90.476879,census_gazetteer
Wausau,Wausau city,WI,US,40262,2024,2,incorporated place,5584475,44.961766,-89.646538,census_gazetteer
Chelsea,Chelsea city,MA,US,40245,2024,2,incorporated place,2513205,42.396824,-71.031348,census_gazetteer
Valley Stream,Valley Stream village,NY,US,40232,2024,2,incorporated place,3676705,40.664747,-73.704902,census_gazetteer
Dover,Dover city,DE,US,40191,2024,2,incorporated place,1021200,39.160602,-75.521659,census_gazetteer
Maplewood,Maplewood city,MN,US,40142,2024,2,incorporated place,2740382,45.019015,-93.03106,census_gazetteer
Prattville,Prattville city,AL,US,40139,2024,2,incorporated place,0162328,32.449041,-86.449401,census_gazetteer
Germantown,Germantown city,TN,US,40128,2024,2,incorporated place,4728960,35.081957,-89.782584,census_gazetteer
Rancho Palos Verdes,Rancho Palos Verdes city,CA,US,40064,2024,2,incorporated place,0659514,33.738517,-118.369685,census_gazetteer
San Luis,San Luis city,AZ,US,40064,2024,2,incorporated place,0463470,32.485678,-114.721947,census_gazetteer
Monroe,Monroe city,NC,US,40054,2024,2,incorporated place,3743920,35.001591,-80.561277,census_gazetteer
Lake Oswego,Lake Oswego city,OR,US,40029,2024,2,incorporated place,4140550,45.413551,-122.700007,census_gazetteer
Norwich,Norwich city,CT,US,39993,2024,2,incorporated place,0956200,41.548006,-72.089454,census_gazetteer
Cidra,Cidra Municipio,PR,US,39970,2020,2,municipio,,18.174391,-66.161618,census_gazetteer
La Quinta,La Quinta city,CA,US,39907,2024,2,incorporated place,0640354,33.646083,-116.275297,census_gazetteer
Culver City,Culver City city,CA,US,39883,2024,2,incorporated place,0617568,34.00582,-118.396781,census_gazetteer
Urbana,Urbana city,IL,US,39831,2024,2,incorporated place,1777005,40.110126,-88.197323,census_gazetteer
Winter Springs,Winter Springs city,FL,US,39822,2024,2,incorporated place,1278325,28.688064,-81.269962,census_gazetteer
Parkland,Parkland city,FL,US,39700,2024,2,incorporated place,1255125,26.32136,-80.254296,census_gazetteer
Issaquah,Issaquah city,WA,US,39664,2024,2,incorporated place,5333805,47.544488,-122.049085,census_gazetteer
Copperas Cove,Copperas Cove city,TX,US,39627,2024,2,incorporated place,4816624,31.119575,-97.914397,census_gazetteer
Riviera Beach,Riviera Beach city,FL,US,39620,2024,2,incorporated place,1260975,26.781424,-80.076059,census_gazetteer
Shrewsbury,Shrewsbury town,MA,US,39620,2024,2,New England town (MCD),2502761800,42.284767,-71.714228,census_gazetteer
Spartanburg,Spartanburg city,SC,US,39606,2024,2,incorporated place,4568290,34.945627,-81.925944,census_gazetteer
Richmond,Richmond city,KY,US,39581,2024,2,incorporated place,2165226,37.729145,-84.299364,census_gazetteer
Hutchinson,Hutchinson city,KS,US,39561,2024,2,incorporated place,2033625,38.064237,-97.908629,census_gazetteer
Carol Stream,Carol Stream village,IL,US,39556,2024,2,incorporated place,1711332,41.920346,-88.133223,census_gazetteer
Hurst,Hurst city,TX,US,39500,2024,2,incorporated place,4835576,32.836643,-97.180627,census_gazetteer
Manatí,Manatí Municipio,PR,US,39492,2020,2,municipio,,18.444803,-66.493137,census_gazetteer
Brant,Brant,ON,CA,39474,2021,2,census subdivision,3529005,43.1334,-80.34967,census_gazetteer
Grants Pass,Grants Pass city,OR,US,39468,2024,2,incorporated place,4130550,42.432313,-123.331772,census_gazetteer
Kearns metro township,Kearns metro township,UT,US,39398,2024,2,incorporated place,4940470,40.651944,-112.00939,census_gazetteer
Weatherford,Weatherford city,TX,US,39397,2024,2,incorporated place,4876864,32.75319,-97.771944,census_gazetteer
Woodstock,Woodstock city,GA,US,39381,2024,2,incorporated place,1384176,34.10314,-84.512997,census_gazetteer
Garner,Garner town,NC,US,39345,2024,2,incorporated place,3725480,35.689477,-78.614599,census_gazetteer
San Sebastián,San Sebastián Municipio,PR,US,39345,2020,2,municipio,,18.331064,-66.969064,census_gazetteer
Sun Prairie,Sun Prairie city,WI,US,39253,2024,2,incorporated place,5578600,43.182622,-89.237824,census_gazetteer
Duncanville,Duncanville city,TX,US,39203,2024,2,incorporated place,4821628,32.64595,-96.91387,census_gazetteer
Keizer,Keizer city,OR,US,39152,2024,2,incorporated place,4138500,45.002971,-123.024491,census_gazetteer
Braintree Town,Braintree Town city,MA,US,39134,2024,2,incorporated place,2507740,42.206188,-71.00232,census_gazetteer
Syracuse,Syracuse city,UT,US,38999,2024,2,incorporated place,4974810,41.085847,-112.068738,census_gazetteer
Atlantic City,Atlantic City city,NJ,US,38959,2024,2,incorporated place,3402080,39.377337,-74.45107,census_gazetteer
Hilliard,Hilliard city,OH,US,38832,2024,2,incorporated place,3935476,40.034719,-83.157788,census_gazetteer
Charlottetown,Charlottetown,PE,CA,38809,2021,2,census subdivision,1102075,46.23459,-63.1256,census_gazetteer
Seguin,Seguin city,TX,US,38789,2024,2,incorporated place,4866644,29.590227,-97.968607,census_gazetteer
Quincy,Quincy city,IL,US,38786,2024,2,incorporated place,1762367,39.933675,-91.379304,census_gazetteer
Pine Bluff,Pine Bluff city,AR,US,38785,2024,2,incorporated place,0555310,34.211591,-92.017555,census_gazetteer
Oswego,Oswego village,IL,US,38778,2024,2,incorporated place,1756887,41.68322,-88.338849,census_gazetteer
